category,code
ガラス・土石製品,5237
サービス業,5261
ガラス・土石製品,5262
ガラス・土石製品,5268
ガラス・土石製品,5269
ガラス・土石製品,5271
ガラス・土石製品,5273
ガラス・土石製品,5277
ガラス・土石製品,5279
不動産業,5280
ガラス・土石製品,5282
卸売業,5283
ガラス・土石製品,5284
ガラス・土石製品,5285
ガラス・土石製品,5287
ガラス・土石製品,5288
ガラス・土石製品,5290
ガラス・土石製品,5301
ガラス・土石製品,5302
ガラス・土石製品,5304
ガラス・土石製品,5310
ガラス・土石製品,5331
ガラス・土石製品,5332
ガラス・土石製品,5333
ガラス・土石製品,5334
ガラス・土石製品,5337
ガラス・土石製品,5341
ガラス・土石製品,5344
ガラス・土石製品,5351
ガラス・土石製品,5352
ガラス・土石製品,5355
ガラス・土石製品,5357
ガラス・土石製品,5363
ガラス・土石製品,5367
ガラス・土石製品,5368
ガラス・土石製品,5380
ガラス・土石製品,5381
ガラス・土石製品,5384
ガラス・土石製品,5386
ガラス・土石製品,5387
ガラス・土石製品,5388
ガラス・土石製品,5391
ガラス・土石製品,5393
ガラス・土石製品,5395
鉄鋼,5401
鉄鋼,5406
鉄鋼,5408
鉄鋼,5410
鉄鋼,5411
鉄鋼,5423
鉄鋼,5440
鉄鋼,5444
鉄鋼,5445
鉄鋼,5446
鉄鋼,5449
鉄鋼,5451
鉄鋼,5458
鉄鋼,5463
鉄鋼,5464
鉄鋼,5471
鉄鋼,5476
鉄鋼,5480
鉄鋼,5481
鉄鋼,5482
鉄鋼,5484
鉄鋼,5486
鉄鋼,5491
鉄鋼,5541
鉄鋼,5542
鉄鋼,5563
鉄鋼,5602
鉄鋼,5603
鉄鋼,5609
鉄鋼,5610
鉄鋼,5612
機械,5631
鉄鋼,5632
鉄鋼,5644
鉄鋼,5658
鉄鋼,5659
鉄鋼,5660
鉄鋼,5695
鉄鋼,5697
鉄鋼,5698
鉄鋼,5699
非鉄金属,5702
非鉄金属,5703
非鉄金属,5704
非鉄金属,5706
非鉄金属,5707
非鉄金属,5711
非鉄金属,5713
非鉄金属,5714
非鉄金属,5715
非鉄金属,5721
非鉄金属,5724
非鉄金属,5726
非鉄金属,5727
非鉄金属,5729
非鉄金属,5741
非鉄金属,5742
非鉄金属,5753
非鉄金属,5757
非鉄金属,5759
非鉄金属,5781
非鉄金属,5801
非鉄金属,5802
非鉄金属,5803
非鉄金属,5805
非鉄金属,5807
非鉄金属,5809
非鉄金属,5816
非鉄金属,5817
非鉄金属,5819
非鉄金属,5820
非鉄金属,5821
非鉄金属,5851
非鉄金属,5852
小売業,5856
非鉄金属,5857
非鉄金属,5858
金属製品,5900
金属製品,5901
金属製品,5902
金属製品,5903
金属製品,5905
金属製品,5906
金属製品,5907
金属製品,5909
金属製品,5911
金属製品,5915
金属製品,5918
金属製品,5921
金属製品,5922
金属製品,5923
金属製品,5928
金属製品,5929
金属製品,5930
金属製品,5932
金属製品,5933
金属製品,5935
金属製品,5936
金属製品,5938
金属製品,5939
金属製品,5940
金属製品,5941
金属製品,5942
金属製品,5943
金属製品,5945
金属製品,5946
金属製品,5947
輸送用機器,5949
金属製品,5950
金属製品,5951
金属製品,5952
金属製品,5955
金属製品,5956
金属製品,5957
金属製品,5958
金属製品,5959
その他製品,5962
金属製品,5964
金属製品,5965
金属製品,5966
金属製品,5967
金属製品,5969
金属製品,5970
金属製品,5971
金属製品,5973
金属製品,5974
金属製品,5975
金属製品,5976
金属製品,5981
金属製品,5982
金属製品,5983
金属製品,5984
金属製品,5985
金属製品,5986
金属製品,5987
金属製品,5988
金属製品,5989
金属製品,5990
金属製品,5991
金属製品,5992
金属製品,5994
金属製品,5997
金属製品,5998
金属製品,5999
機械,6005
機械,6013
輸送用機器,6016
輸送用機器,6018
機械,6022
輸送用機器,6023
サービス業,6026
サービス業,6027
サービス業,6028
サービス業,6029
サービス業,6030
サービス業,6031
サービス業,6032
サービス業,6033
サービス業,6034
サービス業,6035
サービス業,6036
サービス業,6037
サービス業,6038
サービス業,6039
サービス業,6040
輸送用機器,6042
サービス業,6044
サービス業,6045
サービス業,6046
サービス業,6047
サービス業,6048
サービス業,6049
サービス業,6050
サービス業,6054
サービス業,6055
サービス業,6058
サービス業,6059
サービス業,6060
サービス業,6061
サービス業,6062
サービス業,6063
サービス業,6067
サービス業,6069
サービス業,6070
サービス業,6071
サービス業,6072
サービス業,6073
サービス業,6074
サービス業,6078
サービス業,6080
サービス業,6081
サービス業,6082
サービス業,6083
サービス業,6085
サービス業,6086
サービス業,6087
サービス業,6088
サービス業,6089
サービス業,6090
サービス業,6091
サービス業,6092
サービス業,6093
サービス業,6094
サービス業,6095
サービス業,6096
サービス業,6098
サービス業,6099
機械,6101
機械,6103
機械,6104
機械,6113
機械,6118
機械,6121
機械,6125
機械,6131
機械,6134
機械,6135
機械,6136
機械,6137
機械,6138
機械,6140
機械,6141
機械,6143
機械,6144
機械,6145
機械,6146
機械,6147
機械,6149
機械,6150
機械,6151
機械,6155
機械,6156
機械,6157
機械,6158
機械,6159
機械,6161
機械,6164
機械,6165
機械,6166
機械,6167
機械,6168
サービス業,6171
サービス業,6172
サービス業,6173
サービス業,6174
サービス業,6175
サービス業,6176
サービス業,6177
サービス業,6178
サービス業,6180
サービス業,6181
サービス業,6182
サービス業,6183
サービス業,6184
サービス業,6185
サービス業,6186
サービス業,6188
サービス業,6189
サービス業,6190
サービス業,6191
サービス業,6192
サービス業,6193
サービス業,6194
サービス業,6195
サービス業,6196
サービス業,6197
サービス業,6198
サービス業,6199
サービス業,6200
輸送用機器,6201
機械,6203
機械,6205
機械,6208
機械,6210
機械,6217
機械,6218
機械,6222
機械,6226
機械,6227
機械,6228
機械,6229
機械,6230
機械,6231
機械,6232
機械,6233
機械,6235
機械,6236
機械,6237
機械,6238
機械,6239
機械,6240
機械,6245
機械,6246
機械,6247
機械,6248
機械,6249
機械,6250
機械,6254
機械,6255
機械,6257
機械,6258
機械,6262
機械,6264
機械,6265
機械,6266
機械,6267
機械,6268
機械,6269
機械,6272
機械,6273
機械,6276
機械,6277
機械,6278
機械,6279
機械,6282
機械,6284
機械,6286
機械,6287
機械,6289
機械,6291
機械,6292
機械,6293
機械,6294
機械,6297
機械,6298
機械,6301
機械,6302
機械,6303
機械,6305
機械,6306
機械,6307
機械,6309
機械,6310
機械,6312
機械,6315
機械,6316
機械,6317
鉄鋼,6319
機械,6322
機械,6323
機械,6324
機械,6325
機械,6326
機械,6327
機械,6328
建設業,6330
機械,6331
機械,6332
機械,6333
機械,6334
機械,6335
機械,6336
機械,6337
機械,6338
機械,6339
機械,6340
機械,6342
機械,6343
機械,6345
機械,6346
機械,6347
機械,6349
機械,6351
機械,6355
機械,6356
機械,6357
機械,6358
機械,6360
機械,6361
機械,6362
機械,6363
機械,6364
機械,6365
建設業,6366
機械,6367
機械,6368
機械,6369
機械,6370
機械,6371
機械,6373
精密機器,6376
機械,6378
建設業,6379
機械,6380
機械,6381
機械,6382
機械,6383
機械,6384
機械,6387
機械,6390
機械,6391
機械,6392
機械,6393
機械,6395
機械,6396
機械,6400
機械,6402
機械,6403
機械,6405
機械,6406
機械,6407
機械,6408
機械,6409
機械,6411
機械,6412
機械,6413
機械,6416
機械,6417
機械,6418
機械,6419
機械,6420
機械,6424
機械,6425
機械,6428
機械,6430
機械,6432
機械,6433
機械,6436
機械,6440
機械,6444
機械,6445
電気機器,6448
機械,6454
輸送用機器,6455
機械,6457
機械,6458
機械,6459
機械,6460
機械,6461
機械,6462
機械,6463
機械,6464
機械,6465
機械,6466
機械,6467
機械,6469
機械,6470
機械,6471
機械,6472
機械,6473
機械,6474
電気機器,6479
機械,6480
機械,6481
機械,6482
機械,6484
機械,6485
機械,6486
機械,6488
機械,6489
機械,6490
機械,6492
輸送用機器,6493
機械,6494
機械,6495
機械,6496
機械,6497
機械,6498
電気機器,6501
電気機器,6502
電気機器,6503
電気機器,6504
電気機器,6505
電気機器,6506
電気機器,6507
電気機器,6508
電気機器,6513
電気機器,6516
電気機器,6517
電気機器,6518
電気機器,6521
電気機器,6522
電気機器,6523
電気機器,6524
サービス業,6532
サービス業,6533
サービス業,6535
サービス業,6537
サービス業,6538
サービス業,6539
サービス業,6540
サービス業,6542
サービス業,6543
サービス業,6544
サービス業,6545
サービス業,6546
サービス業,6547
サービス業,6548
サービス業,6549
サービス業,6550
サービス業,6551
サービス業,6552
サービス業,6554
サービス業,6555
サービス業,6556
サービス業,6557
サービス業,6558
サービス業,6560
サービス業,6561
サービス業,6562
サービス業,6563
サービス業,6564
サービス業,6565
サービス業,6566
サービス業,6567
サービス業,6568
サービス業,6569
サービス業,6570
サービス業,6571
サービス業,6572
サービス業,6573
サービス業,6574
サービス業,6576
サービス業,6577
サービス業,6578
サービス業,6579
サービス業,6580
輸送用機器,6584
機械,6586
電気機器,6588
電気機器,6590
電気機器,6592
電気機器,6594
電気機器,6596
電気機器,6597
電気機器,6599
電気機器,6612
電気機器,6613
電気機器,6614
電気機器,6615
電気機器,6616
電気機器,6617
電気機器,6618
電気機器,6619
不動産業,6620
電気機器,6622
不動産業,6625
電気機器,6626
電気機器,6627
電気機器,6629
電気機器,6630
電気機器,6632
電気機器,6633
電気機器,6634
電気機器,6635
電気機器,6637
電気機器,6638
電気機器,6640
電気機器,6641
電気機器,6643
電気機器,6644
電気機器,6645
電気機器,6647
電気機器,6648
電気機器,6651
電気機器,6652
電気機器,6653
電気機器,6654
電気機器,6656
電気機器,6658
電気機器,6659
電気機器,6662
電気機器,6663
電気機器,6664
電気機器,6666
電気機器,6668
電気機器,6670
電気機器,6674
電気機器,6675
電気機器,6676
電気機器,6677
電気機器,6678
電気機器,6694
電気機器,6695
電気機器,6696
電気機器,6697
電気機器,6698
電気機器,6699
電気機器,6701
電気機器,6702
電気機器,6703
電気機器,6704
電気機器,6706
電気機器,6707
電気機器,6715
電気機器,6718
電気機器,6721
電気機器,6723
電気機器,6724
電気機器,6727
電気機器,6728
電気機器,6730
電気機器,6731
電気機器,6734
電気機器,6736
電気機器,6737
電気機器,6740
電気機器,6741
電気機器,6742
電気機器,6743
電気機器,6744
電気機器,6745
電気機器,6748
電気機器,6750
電気機器,6752
電気機器,6753
電気機器,6754
電気機器,6755
電気機器,6757
電気機器,6758
電気機器,6762
電気機器,6763
電気機器,6768
電気機器,6769
電気機器,6770
電気機器,6771
電気機器,6772
電気機器,6775
化学,6776
電気機器,6777
電気機器,6778
電気機器,6779
電気機器,6785
サービス業,6786
電気機器,6787
電気機器,6788
電気機器,6789
電気機器,6794
電気機器,6798
電気機器,6800
電気機器,6803
電気機器,6804
電気機器,6806
電気機器,6807
電気機器,6809
電気機器,6810
電気機器,6814
電気機器,6815
電気機器,6817
サービス業,6819
電気機器,6820
電気機器,6822
電気機器,6823
電気機器,6824
電気機器,6826
電気機器,6832
電気機器,6834
電気機器,6835
電気機器,6836
電気機器,6837
電気機器,6838
電気機器,6840
電気機器,6841
電気機器,6844
電気機器,6845
電気機器,6848
電気機器,6849
電気機器,6850
電気機器,6853
電気機器,6855
電気機器,6856
電気機器,6857
電気機器,6858
電気機器,6859
電気機器,6861
電気機器,6862
電気機器,6863
電気機器,6864
電気機器,6866
電気機器,6867
電気機器,6869
電気機器,6870
電気機器,6871
電気機器,6874
電気機器,6875
電気機器,6877
情報・通信業,6879
電気機器,6881
電気機器,6882
情報・通信業,6888
電気機器,6890
電気機器,6894
電気機器,6897
電気機器,6898
電気機器,6899
電気機器,6901
輸送用機器,6902
電気機器,6904
電気機器,6905
電気機器,6907
電気機器,6908
電気機器,6912
電気機器,6914
電気機器,6915
電気機器,6916
電気機器,6918
電気機器,6919
電気機器,6920
電気機器,6923
電気機器,6924
電気機器,6925
電気機器,6926
電気機器,6927
電気機器,6928
電気機器,6929
電気機器,6930
電気機器,6932
電気機器,6937
電気機器,6938
電気機器,6941
情報・通信業,6942
電気機器,6943
電気機器,6946
電気機器,6947
電気機器,6951
電気機器,6952
電気機器,6954
電気機器,6955
電気機器,6957
電気機器,6958
電気機器,6960
電気機器,6961
電気機器,6962
電気機器,6963
電気機器,6964
電気機器,6965
電気機器,6966
電気機器,6967
電気機器,6969
電気機器,6971
卸売業,6973
電気機器,6976
電気機器,6977
電気機器,6981
輸送用機器,6982
電気機器,6986
化学,6988
電気機器,6989
小売業,6993
電気機器,6994
輸送用機器,6995
電気機器,6996
電気機器,6997
電気機器,6998
電気機器,6999
機械,7003
機械,7004
機械,7011
輸送用機器,7012
機械,7013
輸送用機器,7014
輸送用機器,7018
機械,7021
機械,7022
サービス業,7030
サービス業,7031
サービス業,7033
サービス業,7034
サービス業,7035
サービス業,7036
サービス業,7037
サービス業,7038
サービス業,7039
サービス業,7040
サービス業,7041
サービス業,7042
サービス業,7043
サービス業,7044
サービス業,7046
サービス業,7047
サービス業,7048
サービス業,7049
サービス業,7050
サービス業,7056
サービス業,7057
サービス業,7058
サービス業,7059
サービス業,7060
サービス業,7061
サービス業,7062
サービス業,7063
サービス業,7064
サービス業,7065
サービス業,7066
サービス業,7067
サービス業,7068
サービス業,7069
サービス業,7070
サービス業,7071
サービス業,7072
サービス業,7073
サービス業,7074
サービス業,7075
サービス業,7077
サービス業,7078
サービス業,7079
サービス業,7080
サービス業,7081
サービス業,7082
サービス業,7083
サービス業,7084
サービス業,7085
サービス業,7086
サービス業,7087
サービス業,7088
サービス業,7089
サービス業,7090
サービス業,7091
サービス業,7092
サービス業,7093
サービス業,7094
サービス業,7095
サービス業,7096
サービス業,7097
サービス業,7098
輸送用機器,7102
輸送用機器,7105
輸送用機器,7122
卸売業,7125
小売業,7126
小売業,7127
卸売業,7128
小売業,7129
卸売業,7130
卸売業,7131
卸売業,7132
小売業,7133
小売業,7134
小売業,7135
小売業,7136
小売業,7137
小売業,7138
卸売業,7139
小売業,7140
証券、商品先物取引業,7148
銀行業,7150
保険業,7157
銀行業,7161
証券、商品先物取引業,7162
その他金融業,7164
銀行業,7167
保険業,7169
保険業,7170
証券、商品先物取引業,7172
銀行業,7173
証券、商品先物取引業,7175
証券、商品先物取引業,7176
証券、商品先物取引業,7177
銀行業,7180
保険業,7181
銀行業,7182
その他金融業,7183
銀行業,7184
証券、商品先物取引業,7185
銀行業,7186
その他金融業,7187
銀行業,7189
その他金融業,7191
その他金融業,7192
その他金融業,7196
その他金融業,7198
その他金融業,7199
輸送用機器,7201
輸送用機器,7202
輸送用機器,7203
輸送用機器,7205
輸送用機器,7208
輸送用機器,7211
輸送用機器,7212
輸送用機器,7213
輸送用機器,7214
輸送用機器,7215
輸送用機器,7217
輸送用機器,7218
輸送用機器,7219
輸送用機器,7220
輸送用機器,7222
輸送用機器,7224
輸送用機器,7226
輸送用機器,7228
輸送用機器,7229
輸送用機器,7231
輸送用機器,7235
輸送用機器,7236
輸送用機器,7238
輸送用機器,7239
輸送用機器,7240
輸送用機器,7241
輸送用機器,7242
電気機器,7244
輸送用機器,7245
輸送用機器,7246
輸送用機器,7247
輸送用機器,7250
輸送用機器,7254
輸送用機器,7255
輸送用機器,7256
輸送用機器,7259
輸送用機器,7261
輸送用機器,7264
輸送用機器,7265
輸送用機器,7266
輸送用機器,7267
輸送用機器,7268
輸送用機器,7269
輸送用機器,7270
輸送用機器,7271
輸送用機器,7272
輸送用機器,7273
電気機器,7276
輸送用機器,7277
輸送用機器,7278
輸送用機器,7279
電気機器,7280
輸送用機器,7282
輸送用機器,7283
輸送用機器,7284
輸送用機器,7287
輸送用機器,7291
輸送用機器,7292
輸送用機器,7294
輸送用機器,7296
輸送用機器,7297
輸送用機器,7298
輸送用機器,7299
鉄鋼,7305
輸送用機器,7309
輸送用機器,7313
輸送用機器,7314
輸送用機器,7315
輸送用機器,7317
輸送用機器,7318
その他金融業,7320
銀行業,7322
保険業,7325
保険業,7326
銀行業,7327
銀行業,7337
証券、商品先物取引業,7338
保険業,7339
証券、商品先物取引業,7342
保険業,7343
その他金融業,7345
証券、商品先物取引業,7347
銀行業,7350
サービス業,7351
サービス業,7352
サービス業,7353
サービス業,7354
サービス業,7355
サービス業,7356
サービス業,7357
サービス業,7358
サービス業,7359
サービス業,7360
サービス業,7361
サービス業,7362
サービス業,7363
サービス業,7364
サービス業,7366
サービス業,7367
サービス業,7368
サービス業,7369
サービス業,7370
サービス業,7371
サービス業,7372
サービス業,7373
サービス業,7374
サービス業,7375
サービス業,7376
サービス業,7377
サービス業,7378
サービス業,7379
銀行業,7380
銀行業,7381
その他金融業,7383
銀行業,7384
輸送用機器,7399
輸送用機器,7408
小売業,7412
卸売業,7413
卸売業,7414
小売業,7416
卸売業,7417
小売業,7419
卸売業,7420
小売業,7421
卸売業,7422
卸売業,7425
卸売業,7426
卸売業,7427
卸売業,7433
卸売業,7434
卸売業,7435
卸売業,7438
卸売業,7442
卸売業,7443
卸売業,7444
小売業,7445
卸売業,7446
卸売業,7447
小売業,7450
卸売業,7451
小売業,7453
小売業,7455
卸売業,7456
卸売業,7458
卸売業,7459
卸売業,7460
卸売業,7461
小売業,7462
小売業,7463
卸売業,7464
卸売業,7466
卸売業,7467
卸売業,7472
小売業,7475
卸売業,7476
卸売業,7477
卸売業,7480
卸売業,7481
卸売業,7482
卸売業,7483
卸売業,7486
卸売業,7487
卸売業,7490
小売業,7494
卸売業,7500
卸売業,7501
サービス業,7502
卸売業,7504
卸売業,7505
小売業,7506
小売業,7508
小売業,7509
卸売業,7510
小売業,7512
小売業,7513
小売業,7514
小売業,7515
小売業,7516
情報・通信業,7518
小売業,7520
卸売業,7521
小売業,7522
小売業,7523
小売業,7524
卸売業,7525
情報・通信業,7527
卸売業,7531
小売業,7532
卸売業,7537
卸売業,7538
卸売業,7539
小売業,7544
小売業,7545
小売業,7550
輸送用機器,7551
卸売業,7552
小売業,7554
卸売業,7555
卸売業,7559
小売業,7561
小売業,7562
小売業,7564
卸売業,7565
卸売業,7567
卸売業,7570
小売業,7571
卸売業,7575
小売業,7578
小売業,7581
小売業,7585
卸売業,7590
小売業,7593
情報・通信業,7595
小売業,7596
卸売業,7599
精密機器,7600
小売業,7601
卸売業,7602
小売業,7603
小売業,7604
小売業,7605
小売業,7606
卸売業,7607
卸売業,7608
卸売業,7609
小売業,7610
小売業,7611
卸売業,7613
小売業,7614
小売業,7615
小売業,7616
小売業,7618
卸売業,7619
小売業,7621
小売業,7623
卸売業,7624
小売業,7625
卸売業,7628
小売業,7630
卸売業,7634
卸売業,7635
小売業,7636
卸売業,7637
小売業,7638
小売業,7640
小売業,7643
小売業,7646
小売業,7647
小売業,7649
卸売業,7670
小売業,7671
卸売業,7673
小売業,7674
小売業,7676
卸売業,7677
小売業,7678
小売業,7679
小売業,7680
卸売業,7681
小売業,7682
小売業,7683
卸売業,7685
卸売業,7686
卸売業,7687
卸売業,7689
卸売業,7690
小売業,7691
小売業,7692
卸売業,7693
小売業,7694
小売業,7695
卸売業,7698
卸売業,7699
精密機器,7701
精密機器,7702
精密機器,7705
精密機器,7707
精密機器,7709
精密機器,7711
精密機器,7713
精密機器,7715
精密機器,7716
精密機器,7717
機械,7718
精密機器,7719
精密機器,7721
精密機器,7722
精密機器,7723
精密機器,7725
機械,7726
精密機器,7727
精密機器,7729
精密機器,7730
精密機器,7731
精密機器,7732
精密機器,7733
精密機器,7734
電気機器,7735
電気機器,7739
精密機器,7740
精密機器,7741
精密機器,7743
精密機器,7744
精密機器,7745
精密機器,7746
精密機器,7747
精密機器,7749
電気機器,7751
電気機器,7752
精密機器,7760
精密機器,7762
精密機器,7769
精密機器,7771
精密機器,7774
精密機器,7775
精密機器,7776
精密機器,7777
精密機器,7779
精密機器,7780
精密機器,7781
精密機器,7782
その他製品,7790
その他製品,7791
その他製品,7792
その他製品,7793
その他製品,7800
その他製品,7803
その他製品,7804
その他製品,7805
その他製品,7806
その他製品,7807
その他製品,7808
その他製品,7809
その他製品,7810
その他製品,7811
その他製品,7812
その他製品,7813
その他製品,7814
その他製品,7815
その他製品,7816
その他製品,7817
その他製品,7818
その他製品,7819
その他製品,7820
その他製品,7821
その他製品,7822
その他製品,7823
その他製品,7826
その他製品,7827
その他製品,7829
その他製品,7831
その他製品,7832
その他製品,7833
その他製品,7836
その他製品,7837
その他製品,7838
その他製品,7839
その他製品,7840
その他製品,7841
情報・通信業,7844
その他製品,7846
その他製品,7847
情報・通信業,7849
その他製品,7850
その他製品,7851
その他製品,7856
その他製品,7857
その他製品,7859
情報・通信業,7860
その他製品,7863
その他製品,7864
その他製品,7865
その他製品,7867
その他製品,7868
化学,7871
その他製品,7872
化学,7874
その他製品,7875
化学,7877
その他製品,7878
その他製品,7879
その他製品,7883
その他製品,7885
化学,7886
その他製品,7887
化学,7888
その他製品,7893
化学,7895
その他製品,7896
その他製品,7897
その他製品,7898
化学,7899
その他製品,7901
その他製品,7902
その他製品,7905
その他製品,7906
化学,7908
その他製品,7911
その他製品,7912
その他製品,7914
その他製品,7915
その他製品,7916
化学,7917
小売業,7918
その他製品,7919
その他製品,7921
その他製品,7922
その他製品,7923
化学,7925
化学,7927
化学,7928
化学,7931
その他製品,7932
その他製品,7936
その他製品,7937
その他製品,7938
その他製品,7939
化学,7940
化学,7942
ガラス・土石製品,7943
その他製品,7944
その他製品,7945
その他製品,7946
化学,7947
その他製品,7949
その他製品,7951
その他製品,7952
その他製品,7953
その他製品,7955
その他製品,7956
その他製品,7957
化学,7958
その他製品,7961
その他製品,7962
その他製品,7963
電気機器,7965
その他製品,7966
化学,7970
化学,7971
その他製品,7972
その他製品,7974
その他製品,7975
その他製品,7976
精密機器,7979
その他製品,7980
その他製品,7981
その他製品,7983
その他製品,7984
金属製品,7985
その他製品,7986
その他製品,7987
化学,7988
金属製品,7989
その他製品,7990
機械,7991
その他製品,7992
その他製品,7994
化学,7995
その他製品,7997
電気機器,7999
卸売業,8001
卸売業,8002
小売業,8005
卸売業,8006
卸売業,8007
小売業,8008
繊維製品,8011
卸売業,8012
繊維製品,8013
卸売業,8014
卸売業,8015
繊維製品,8016
卸売業,8018
卸売業,8020
その他製品,8022
卸売業,8023
卸売業,8025
繊維製品,8029
卸売業,8030
卸売業,8031
卸売業,8032
電気機器,8035
卸売業,8037
卸売業,8038
卸売業,8039
繊維製品,8040
卸売業,8041
卸売業,8043
卸売業,8045
卸売業,8046
精密機器,8050
卸売業,8051
卸売業,8052
卸売業,8053
情報・通信業,8056
卸売業,8057
卸売業,8058
卸売業,8059
卸売業,8060
卸売業,8061
卸売業,8065
卸売業,8066
卸売業,8068
卸売業,8070
卸売業,8072
卸売業,8074
卸売業,8075
卸売業,8077
卸売業,8078
卸売業,8079
卸売業,8081
卸売業,8084
卸売業,8085
精密機器,8086
卸売業,8088
卸売業,8089
卸売業,8091
卸売業,8093
卸売業,8095
情報・通信業,8096
卸売業,8097
卸売業,8098
卸売業,8101
卸売業,8103
卸売業,8104
卸売業,8105
繊維製品,8107
繊維製品,8111
化学,8113
繊維製品,8114
卸売業,8115
卸売業,8117
繊維製品,8118
卸売業,8119
卸売業,8123
卸売業,8125
繊維製品,8127
卸売業,8129
卸売業,8130
卸売業,8131
卸売業,8132
卸売業,8133
卸売業,8135
卸売業,8136
卸売業,8137
卸売業,8138
卸売業,8139
卸売業,8140
卸売業,8141
卸売業,8142
繊維製品,8143
卸売業,8144
卸売業,8147
卸売業,8150
卸売業,8151
卸売業,8152
卸売業,8153
卸売業,8154
金属製品,8155
情報・通信業,8157
卸売業,8158
卸売業,8159
小売業,8160
小売業,8163
小売業,8165
小売業,8166
小売業,8167
小売業,8168
小売業,8173
小売業,8174
小売業,8179
小売業,8181
小売業,8182
小売業,8185
小売業,8194
小売業,8198
小売業,8200
小売業,8202
小売業,8203
小売業,8207
小売業,8208
小売業,8209
小売業,8214
小売業,8215
小売業,8217
小売業,8218
小売業,8219
卸売業,8225
卸売業,8226
小売業,8227
小売業,8230
小売業,8233
小売業,8237
小売業,8242
小売業,8244
小売業,8247
卸売業,8249
小売業,8252
その他金融業,8253
小売業,8254
小売業,8255
卸売業,8256
小売業,8260
小売業,8267
小売業,8273
卸売業,8275
小売業,8276
小売業,8278
小売業,8279
小売業,8281
小売業,8282
卸売業,8283
卸売業,8285
小売業,8289
小売業,8291
銀行業,8303
銀行業,8304
銀行業,8306
銀行業,8308
銀行業,8309
銀行業,8316
銀行業,8331
銀行業,8334
銀行業,8336
銀行業,8337
銀行業,8338
銀行業,8341
銀行業,8343
銀行業,8344
銀行業,8345
銀行業,8346
銀行業,8349
銀行業,8354
銀行業,8355
銀行業,8358
銀行業,8359
銀行業,8360
銀行業,8361
銀行業,8362
銀行業,8364
銀行業,8365
銀行業,8366
銀行業,8367
銀行業,8368
銀行業,8369
銀行業,8370
銀行業,8377
銀行業,8381
銀行業,8382
銀行業,8383
銀行業,8385
銀行業,8386
銀行業,8387
銀行業,8388
銀行業,8392
銀行業,8393
銀行業,8395
銀行業,8399
銀行業,8410
銀行業,8411
銀行業,8416
銀行業,8418
その他金融業,8424
その他金融業,8425
その他金融業,8439
証券、商品先物取引業,8462
証券、商品先物取引業,8473
その他金融業,8508
その他金融業,8511
その他金融業,8515
証券、商品先物取引業,8518
銀行業,8521
銀行業,8522
銀行業,8524
銀行業,8527
銀行業,8530
銀行業,8537
銀行業,8541
銀行業,8542
銀行業,8544
銀行業,8550
銀行業,8551
銀行業,8558
銀行業,8562
銀行業,8563
その他金融業,8566
その他金融業,8570
その他金融業,8572
その他金融業,8584
その他金融業,8585
その他金融業,8591
その他金融業,8593
証券、商品先物取引業,8595
その他金融業,8596
銀行業,8600
証券、商品先物取引業,8601
証券、商品先物取引業,8604
証券、商品先物取引業,8609
証券、商品先物取引業,8613
証券、商品先物取引業,8614
証券、商品先物取引業,8616
証券、商品先物取引業,8617
証券、商品先物取引業,8622
証券、商品先物取引業,8624
証券、商品先物取引業,8628
保険業,8630
その他金融業,8697
証券、商品先物取引業,8698
証券、商品先物取引業,8699
証券、商品先物取引業,8700
証券、商品先物取引業,8704
証券、商品先物取引業,8705
証券、商品先物取引業,8706
証券、商品先物取引業,8707
証券、商品先物取引業,8708
銀行業,8713
銀行業,8714
保険業,8715
保険業,8725
証券、商品先物取引業,8732
証券、商品先物取引業,8737
証券、商品先物取引業,8739
証券、商品先物取引業,8742
証券、商品先物取引業,8746
証券、商品先物取引業,8747
保険業,8750
保険業,8766
サービス業,8769
その他金融業,8771
その他金融業,8772
その他金融業,8783
その他金融業,8789
その他金融業,8793
保険業,8795
保険業,8798
不動産業,8801
不動産業,8802
不動産業,8803
不動産業,8804
不動産業,8818
不動産業,8830
卸売業,8835
不動産業,8836
不動産業,8841
不動産業,8842
不動産業,8844
不動産業,8848
不動産業,8850
不動産業,8854
不動産業,8860
不動産業,8864
不動産業,8869
不動産業,8871
サービス業,8876
不動産業,8877
不動産業,8881
不動産業,8886
不動産業,8887
不動産業,8889
不動産業,8890
不動産業,8891
不動産業,8892
不動産業,8893
不動産業,8894
不動産業,8897
不動産業,8898
不動産業,8903
不動産業,8904
不動産業,8905
不動産業,8908
不動産業,8909
不動産業,8912
不動産業,8914
不動産業,8917
不動産業,8918
不動産業,8919
サービス業,8920
不動産業,8921
不動産業,8923
不動産業,8925
不動産業,8927
不動産業,8928
不動産業,8929
不動産業,8931
不動産業,8934
不動産業,8935
不動産業,8938
不動産業,8940
不動産業,8944
不動産業,8945
不動産業,8946
不動産業,8995
不動産業,8999
陸運業,9001
陸運業,9003
陸運業,9005
陸運業,9006
陸運業,9007
陸運業,9008
陸運業,9009
陸運業,9010
陸運業,9012
陸運業,9014
陸運業,9017
陸運業,9020
陸運業,9021
陸運業,9022
陸運業,9024
陸運業,9025
陸運業,9028
陸運業,9029
陸運業,9031
陸運業,9033
陸運業,9034
陸運業,9036
陸運業,9037
陸運業,9039
陸運業,9041
陸運業,9042
